conteudo,area,tipo_produto,tipo_informacao,nivel_complexidade,publico_alvo,palavras_chave,atualizado_em
"Cliente pergunta se o cartão de débito Visa participa do programa Mastercard Surpreenda. Não, o Cartão da Conta PagBank (Visa Débito) não faz parte do programa Mastercard Surpreenda, pois este é exclusivo para cartões Mastercard. Explique ao cliente que: o PagBank Visa (débito) não acumula pontos no Surpreenda; o programa Surpreenda é voltado para quem possui cartão Mastercard (crédito, débito ou pré-pago) e cada compra com Mastercard gera pontos. Sugira que, caso o cliente queira benefícios, ele pode aproveitar o próprio Cartão da Conta PagBank Visa em outras iniciativas (como descontos de parceiros via Visa) ou, se tiver um cartão PagBank Mastercard, esse sim pode ser cadastrado no Surpreenda.",cartoes,cartao_debito,problemas_comuns,basico,pessoa_fisica,"cartao debito visa participa programa mastercard surpreenda conta pagbank nao faz parte exclusivo explique nao acumula pontos voltado possui credito prepago compra gera sugira beneficios aproveitar outras iniciativas descontos parceiros via tiver cadastrado",2024-01
"Ao utilizar o Cartão de Crédito PagBank para compras internacionais, qual é a cobrança de IOF? Nas compras internacionais feitas com o Cartão de Crédito PagBank: o IOF (Imposto sobre Operações Financeiras) cobrado é de 3,38% sobre o valor da transação (quando a compra é à vista, essa é a taxa única de IOF sobre o valor convertido); se a compra internacional for parcelada, além do IOF de 3,38% no momento da compra, incide IOF diário rotativo sobre as parcelas (ou seja, a cada parcela paga com atraso, incidiria IOF rotativo diário, mas normalmente as parcelas do cartão têm juros embutidos ou não conforme acordo no ato da compra). Esclareça que o IOF é um imposto federal aplicado a transações em moeda estrangeira, e o PagBank apenas repassa esse valor conforme a legislação.",cartoes,cartao_credito,taxas,intermediario,pessoa_fisica,"cartao credito pagbank compras internacionais cobranca iof imposto operacoes financeiras cobrado valor transacao vista taxa unica convertido parcelada momento incide diario rotativo parcelas paga atraso incidiria normalmente juros embutidos acordo ato esclareça federal aplicado moeda estrangeira repassa legislacao",2024-01
"Qual o IOF aplicado em compras internacionais com o Cartão da Conta PagBank? Para compras internacionais realizadas com o Cartão da Conta PagBank (débito Visa): o IOF aplicado é de 3,38% sobre o valor da transação, uma vez que envolve conversão de moeda. A conversão dos valores em moeda estrangeira para reais é feita com base na taxa PTAX do dia, acrescida de 5% (taxa de conversão usada pelo PagBank). Em resumo, ao usar o cartão de débito internacionalmente, o cliente pagará 3,38% de IOF sobre o valor convertido, e a conversão considera a PTAX + 5%.",cartoes,cartao_debito,taxas,intermediario,pessoa_fisica,"iof aplicado compras internacionais cartao conta pagbank debito visa aplicado valor transacao envolve conversao moeda valores estrangeira reais feita base taxa ptax dia acrescida conversao usada resumo usar internacionalmente cliente pagara convertido considera",2024-01
"Quando utiliza o Cartão Múltiplo PagBank - Função Débito para compras internacionais, qual a taxa de IOF? Ao usar o Cartão Múltiplo PagBank na função débito para compras internacionais (ou seja, usando o saldo da conta PagBank em moeda estrangeira): será cobrado IOF de 3,38% sobre o valor da compra, conforme regulamentação para transações internacionais; a conversão da moeda estrangeira para real seguirá a taxa PTAX do dia acrescida de uma margem (5%). Portanto, mesmo na função débito, a taxa de IOF é a mesma aplicada em transações de crédito internacionais à vista (3,38%).",cartoes,cartao_multiplo,taxas,intermediario,pessoa_fisica,"cartao multiplo pagbank funcao debito compras internacionais taxa iof usar saldo conta moeda estrangeira sera cobrado valor compra conforme regulamentacao transacoes conversao real seguira ptax dia acrescida margem portanto mesmo aplicada credito vista",2024-01
EOF < /dev/null
"Transação Pix não enviada e recebimento de mensagem Por questões de segurança, não foi possível concluir esta transação. As transações Pix do PagBank passam por análises de segurança para proteger as contas, por isso durante o envio, os clientes podem ter bloqueios que ocorrem por possíveis riscos no aparelho utilizado pelo cliente ou nos dados fornecidos. Neste caso, é necessário que realize os passos abaixo e tente ao decorrer do dia. Utilize anti-vírus no aparelho utilizado, utilize uma conexão de internet segura, verifique os dados fornecidos novamente, em casos de compras, verifique a segurança do site e tente ao decorrer do dia.",conta_digital,pix,problemas_comuns,intermediario,pessoa_fisica,"transacao pix nao enviada recebimento mensagem questoes seguranca nao foi possivel concluir analises proteger contas bloqueios riscos aparelho dados fornecidos anti virus conexao internet segura verifique compras site tente decorrer dia",2024-01
"Transação TED não enviada e recebimento de mensagem Por questões de segurança, não foi possível concluir esta transação. As transações TED do PagBank passam por análises de segurança para proteger as contas, por isso durante o envio, os clientes podem ter bloqueios que ocorrem por possíveis riscos no aparelho utilizado pelo cliente ou nos dados fornecidos. Neste caso, é necessário que realize os passos abaixo e tente ao decorrer do dia. Utilize anti-vírus no aparelho utilizado, utilize uma conexão de internet segura, verifique os dados fornecidos novamente, em casos de compras, verifique a segurança do site e tente ao decorrer do dia.",conta_digital,ted,problemas_comuns,intermediario,pessoa_fisica,"transacao ted nao enviada recebimento mensagem questoes seguranca nao foi possivel concluir analises proteger contas bloqueios riscos aparelho dados fornecidos anti virus conexao internet segura verifique compras site tente decorrer dia",2024-01
"O que é gerenciar dispositivos autorizados para fazer Pix? Bloqueio e exclusão de chave. Funcionalidade de segurança que possibilita o gerenciamento dos dispositivos autorizados a fazer transações Pix. Com ela, o cliente poderá excluir a autorização de um aparelho celular ou bloquear o dispositivo. Nesta primeira versão, ambas as funcionalidades, bloqueio ou exclusão, desativarão a permissão de transferência Pix com exclusão da chave. Para um novo uso, será necessário validar a conta novamente com um novo cadastro.",conta_digital,pix,beneficios,intermediario,pessoa_fisica,"gerenciar dispositivos autorizados fazer pix bloqueio exclusao chave funcionalidade seguranca possibilita gerenciamento transacoes excluir autorizacao aparelho celular bloquear dispositivo primeira versao ambas desativarao permissao transferencia novo uso validar conta novamente cadastro",2024-01
"O cliente deseja saber como identificar a versão do app instalada. Para identificar a versão do app instalado no aparelho do cliente, oriente-o a seguir o passo a passo: Na página inicial do app, clique no ícone de um boneco disponível na parte de cima do app; vá ao fim da página e veja o número da versão do app PagBank.",conta_digital,aplicativo,como_solicitar,basico,pessoa_fisica,"cliente deseja saber identificar versao app instalada aparelho oriente seguir passo pagina inicial clique icone boneco disponivel parte cima fim pagina veja numero versao pagbank",2024-01
"O cliente deseja saber como atualizar o App PagBank no sistema Android. No Android: Vá até a Play Store, procure pelo aplicativo PagBank. Caso o botão Atualizar esteja disponível, há uma nova versão. Toque no botão Atualizar e aguarde; pronto\! Agora é só continuar utilizando o seu app. Para clientes que usam o sistema Android, se a atualização ficar com o status download pendente, oriente-o a: Selecionar Configurações; Clicar em Aplicativos; Entrar em Google Play Store na lista de aplicativos; Já dentro da Play Store, acessar a área de Armazenamento; Tocar nos botões Limpar Cache e depois em Limpar Dados; Voltar ao Google Play e retomar a instalação do super app.",conta_digital,aplicativo,como_solicitar,intermediario,pessoa_fisica,"cliente deseja saber atualizar app pagbank sistema android play store procure aplicativo botao atualizar disponivel nova versao toque aguarde pronto continuar utilizando usam atualizacao status download pendente oriente selecionar configuracoes clicar aplicativos entrar google lista dentro acessar area armazenamento tocar botoes limpar cache depois dados voltar retomar instalacao super",2024-01
"O cliente deseja saber como atualizar o App PagBank no sistema iOS. No iOS: Vá até a Apple Store, busque o App PagBank ou entre na aba Atualizações. Deslize a tela para baixo e aguarde a página ser atualizada. Ao lado do aplicativo PagBank, toque em Atualizar e espere o processo ser concluído; pronto\! Agora é só acessar o seu aplicativo e usá-lo sempre que precisar.",conta_digital,aplicativo,como_solicitar,basico,pessoa_fisica,"cliente deseja saber atualizar app pagbank sistema ios apple store busque entre aba atualizacoes deslize tela baixo aguarde pagina ser atualizada lado aplicativo toque atualizar espere processo ser concluido pronto acessar usar sempre precisar",2024-01
"Como cadastrar uma chave Pix no site PagBank? Para cadastrar uma chave Pix no site PagBank, siga o passo a passo: Acesse o site PagBank e faça login com seu e-mail e senha; Clique em Pix/QR Code no menu; Escolha a opção Cadastrar chave; Selecione o tipo de chave (CPF/CNPJ, E-mail, Telefone etc.) e insira os dados solicitados; Confirme a operação. Pronto\! A chave Pix estará cadastrada no PagBank.",conta_digital,pix,como_solicitar,basico,pessoa_fisica,"cadastrar chave pix site pagbank siga passo acesse faca login email senha clique qr code menu escolha opcao selecione tipo cpf cnpj telefone insira dados solicitados confirme operacao pronto estara cadastrada",2024-01
"Como cancelar a portabilidade de salário. Para cancelar a portabilidade de salário, o cliente precisa entrar em contato diretamente com o banco de origem que autorizou a portabilidade. Somente o banco de origem pode realizar o cancelamento dessa solicitação.",conta_digital,portabilidade_salario,como_solicitar,basico,pessoa_fisica,"cancelar portabilidade salario cliente precisa entrar contato diretamente banco origem autorizou somente pode realizar cancelamento solicitacao",2024-01
"Como devolver uma transferência Pix no site PagBank. No momento, não é possível devolver uma transferência Pix pelo site PagBank. O cliente consegue fazer a devolução pelo aplicativo PagBank: basta acessar o extrato, identificar a transação Pix recebida que deseja devolver, clicar nela para ver os detalhes, rolar a tela para baixo e selecionar a opção Devolver transferência.",conta_digital,pix,como_solicitar,basico,pessoa_fisica,"devolver transferencia pix site pagbank momento nao possivel pelo cliente consegue fazer devolucao aplicativo basta acessar extrato identificar transacao recebida deseja devolver clicar ver detalhes rolar tela baixo selecionar opcao",2024-01
"Como exportar o Informe de Rendimentos da conta PagBank? Para exportar o Informe de Rendimentos da conta PagBank, faça o seguinte: Acesse o site PagBank e faça login; Clique no menu Extratos e Relatórios; Selecione Imposto de Renda; Baixe o arquivo do Informe de Rendimentos. Caso o arquivo não abra diretamente, será necessário informar o CPF ou CNPJ da conta para acessá-lo.",conta_digital,conta_digital,como_solicitar,basico,pessoa_fisica,"exportar informe rendimentos conta pagbank faca seguinte acesse site login clique menu extratos relatorios selecione imposto renda baixe arquivo caso nao abra diretamente sera necessario informar cpf cnpj acessar",2024-01
